"TF","Target","pred_prob"
"MAFF","SF1",0.0018666941
"AHR","PPP1CA",0.0018574708
"MAFF","RPL11",0.0018549027
"EGR1","ITM2B",0.0018540537
"HIF1A","TUBA1B",0.0018523734
"IRF4","RPL36",0.0018521476
"SUMO1","ATPIF1",0.0018498211
"AHR","PSMA2",0.0018481745
"SUMO1","EEF1A1",0.001846343
"ATF3","NR4A1",0.0018459907
"ATF3","FKBP2",0.0018457912
"HIF1A","RPS20",0.0018456102
"MAFF","FAM162A",0.0018435409
"ATF3","RBM39",0.0018407921
"EGR2","MCM3",0.0018383914
"MAFF","PMP22",0.0018345768
"MAFF","CCRL2",0.001834348
"SUMO1","SF1",0.0018311563
"EGR2","PRDX5",0.0018299939
"EGR1","LCP1",0.0018299302
"SUMO1","SLC25A5",0.0018295115
"ATF3","IMPACT",0.0018288357
"SUMO1","BIN1",0.0018285363
"NFKB1","CCT3",0.001828411
"SUMO1","HDAC1",0.0018281038
"EGR1","ATP6V1D",0.001826587
"AHR","CTSZ",0.0018255068
"EGR2","ZNRD1",0.0018252566
"EGR2","POLR2J",0.0018234556
"RUNX1","ATP5G2",0.0018231086
"SUMO1","HSP90AB1",0.0018225412
"NFKB1","EIF3I",0.0018218716
"NFKB1","RBBP4",0.0018115556
"SUMO1","TRAPPC2L",0.0018103818
"MAFF","TRF",0.0018087237
"ATF3","SSU72",0.0018053596
"SUMO1","PSMA7",0.0018014284
"EGR1","CYTIP",0.001800865
"SUMO1","TALDO1",0.0017995533
"AHR","HNRNPAB",0.0017991712
"AHR","SNAPC5",0.0017942128
"MAFF","PTMA",0.0017913807
"HIF1A","MCM3",0.0017906944
"AHR","POLR2J",0.001790166
"ATF3","HMGN2",0.0017893321
"AHR","CIITA",0.0017866461
"AHR","CLEC4B1",0.0017858052
"JUNB","CCL4",0.0017827036
"AHR","RPS14",0.0017790367
"EGR2","RPL36",0.001775181
"AHR","CCT8",0.0017744385
"ATF3","PTP4A1",0.0017741371
"ETS2","SP1",0.0017726725
"EGR1","PPIB",0.0017722651
"MAFF","TRA2B",0.001768978
"SUMO1","ATF4",0.0017625852
"EGR2","ILF3",0.0017619084
"IRF4","RPS11",0.0017595163
"HIF1A","RPS12",0.0017560625
"SUMO1","ZFP36",0.0017542528
"SUMO1","BUD31",0.0017523158
"SUMO1","FCF1",0.001751341
"SUMO1","XBP1",0.00175066
"EGR1","CD68",0.0017497936
"MAFF","UBP1",0.0017485239
"EGR1","ARL6IP1",0.0017482868
"ETS2","CCT4",0.0017458693
"EGR1","TNIP3",0.001745541
"EGR1","HIST1H1C",0.0017452502
"HIF1A","HNRNPAB",0.0017448838
"HIF1A","RPS11",0.0017444595
"MAFF","RPLP0",0.0017439314
"NFKB1","MORF4L2",0.0017419636
"SUMO1","IL2RG",0.0017401145
"MAFF","TPD52",0.0017393867
"SUMO1","SERPINB6A",0.0017387434
"JUNB","SRSF9",0.0017378266
"EGR1","CCL17",0.0017374088
"EGR2","RPL35",0.0017367572
"NFKB1","PPP1CA",0.0017356797
"HIF1A","MCM5",0.0017351576
"HIF1A","HMGB2",0.0017351444
"MAFF","TOX4",0.0017343088
"NFKB1","CLEC4E",0.0017319962
"HIF1A","RPL18A",0.0017313004
"HIF1A","EMP3",0.0017294958
"AHR","CREM",0.0017251086
"EGR1","BCL2A1D",0.0017239585
"RUNX1","ARL6IP5",0.001721241
"MAFF","SKIL",0.0017203835
"AHR","RPS11",0.0017180779
"ATF3","POLR2J",0.001716729
"SUMO1","PSMA3",0.0017163329
"RUNX1","POMP",0.0017128052
"HIF1A","RHOG",0.0017102765
"SUMO1","SEPT11",0.0017086505
"SUMO1","MBNL1",0.0017009523
"AHR","NOP10",0.0016994234
"EGR2","RPL24",0.0016906342
"MAFF","SIRPB1B",0.0016895578
"RUNX1","RHOG",0.0016879202
"AHR","JMJD1C",0.0016800658
"EGR2","BOLA2",0.0016768856
"EGR1","B2M",0.0016756776
"AHR","BOLA2",0.0016744527
"EGR1","CTSH",0.001669847
"MAFF","SSR3",0.0016691858
"AHR","PPIA",0.0016678085
"EGR1","BCL2A1A",0.0016656575
"RUNX1","CCNL1",0.0016608933
"EGR1","BIRC5",0.0016595805
"MAFF","CD47",0.0016580453
"SUMO1","PTS",0.0016566969
"EGR1","CD53",0.0016565433
"MAFF","RPS15",0.0016561924
"NFKB1","MATR3",0.0016539491
"SUMO1","ELF1",0.0016531147
"AHR","NSMCE2",0.0016528732
"MAFF","GUSB",0.0016514795
"HIF1A","SIRT2",0.0016500202
"ATF3","LITAF",0.0016494242
"MAFF","TMED2",0.0016452387
"NFKB1","RAC2",0.0016427774
"ATF3","CCT8",0.0016408968
"MAFF","MEF2A",0.0016400627
"NFKB1","GTF2B",0.001639798
"MAFF","BOLA2",0.0016396871
"MAFF","PLD3",0.001635462
"MAFF","TRAPPC1",0.0016344533
"JUNB","ATP5B",0.0016326157
"AHR","HMG20B",0.00163068
"EGR2","RHOG",0.0016253887
"MAFF","TCIRG1",0.0016239842
"NFKB1","TMEM208",0.0016228093
"ETS2","RPL9",0.0016195023
"MAFF","SSNA1",0.0016187185
"SUMO1","CCRL2",0.0016168401
"RUNX1","ZFP36L1",0.0016152136
"MAFF","USF2",0.0016148747
"MAFF","MRPL27",0.0016141466
"EGR2","DDX5",0.0016140231
"EGR1","BCL2A1B",0.0016129761
"MAFF","PGAP2",0.0016126675
"EGR1","MRPL14",0.0016118991
"ATF3","RPS12",0.0016112324
"AHR","SIRPA",0.0016086495
"NFKB1","H3F3B",0.0016080951
"HIF1A","RPL9",0.0016078685
"ATF3","BOLA2",0.0016076533
"SUMO1","DNAJC8",0.0016070566
"AHR","WDR1",0.0016022256
"ATF3","RPLP0",0.0016017931
"AHR","MATR3",0.0016005856
"EGR1","GPX1",0.0015957085
"NFKB1","NSMCE2",0.0015951738
"NFKB1","ZYX",0.0015943531
"AHR","RPLP0",0.0015854842
"HIF1A","CCNL1",0.0015847335
"ATF3","NDUFS7",0.0015845273
"NFKB1","GPX1",0.0015812577
"SUMO1","CTNNB1",0.0015807932
"MAFF","SNX2",0.0015801695
"AHR","RPS12",0.0015745246
"NFKB1","CDKN1A",0.0015742165
"HIF1A","NOP10",0.0015739376
"AHR","MCM5",0.0015716059
"SUMO1","POLR2A",0.0015710741
"NFKB1","RPS20",0.0015677991
"NFKB1","THRAP3",0.0015634514
"EGR1","IL1RN",0.0015629587
"EGR1","TRIM30A",0.0015620079
"HIF1A","RPS10",0.0015613411
"MAFF","AIP",0.0015611121
"ATF3","YPEL5",0.0015610415
"MAFF","TECR",0.0015597246
"EGR2","NOP10",0.001559478
"MAFF","RPS19",0.0015593183
"SUMO1","TPD52",0.0015577913
"HIF1A","BOLA2",0.0015558967
"AHR","RPS28",0.0015535739
"MAFF","RPS26",0.0015521656
"SUMO1","GRN",0.0015512833
"SUMO1","CREM",0.0015503945
"NFKB1","RPS12",0.0015496647
"NFKB1","RPL32",0.001549641
"EGR2","RBM7",0.0015493687
"ATF3","TMBIM4",0.0015490642
"NFKB1","NOP10",0.0015490619
"HIF1A","MORF4L2",0.0015437559
"AHR","PLAUR",0.0015391133
"ATF3","PSMA1",0.0015387251
"EGR1","TES",0.0015340919
"ATF3","TGIF1",0.0015323361
"ATF3","MAP1LC3B",0.0015313872
"MAFF","MDH2",0.0015313028
"ATF3","COX7A2L",0.0015291513
"HIF1A","EIF1AX",0.0015261663
"AHR","RPL18A",0.0015260617
"MAFF","UQCRH",0.00152488
"EGR1","CTSS",0.0015233706
"AHR","TOX4",0.0015230755
"AHR","ZFP36L1",0.001522607
"SUMO1","PRDX1",0.0015225926
"SUMO1","RAP1B",0.001522531
"EGR1","MT1",0.0015220781
"RUNX1","JMJD1C",0.0015215338
"ATF3","TCERG1",0.0015212288
"MAFF","NAA20",0.0015207545
"MAFF","KLF4",0.0015198116
"HIF1A","TFEC",0.0015184481
"SUMO1","CD164",0.0015166042
"NFKB1","RPL27",0.0015144994
"EGR2","PSMB2",0.0015116631
"HIF1A","RPLP0",0.0015111192
"HIF1A","RPS28",0.0015104839
"NFKB1","CREM",0.0015072016
"MAFF","HMG20A",0.0015065374
"MAFF","CTSA",0.0015039452
"MAFF","RAB7",0.0015034146
"ATF3","ATP6V1B2",0.0015033466
"SUMO1","CALM1",0.0015020889
"AHR","PBRM1",0.0015015105
"EGR2","CCT8",0.0014986
"EGR1","CTSZ",0.0014957585
"SUMO1","NFE2L2",0.0014953605
"EGR2","RPL10A",0.0014927507
"MAFF","PSMC4",0.0014915585
"AHR","SUB1",0.0014914746
"AHR","RPL9",0.0014914064
"ATF3","RPL24",0.001490759
"EGR2","RPL32",0.001490084
"ETS2","TUBA1B",0.0014886447
"MAFF","MRPL55",0.0014869474
"ATF3","H3F3A",0.0014868305
"EGR2","RPS11",0.0014863182
"AHR","JUNB",0.0014854755
"NFKB1","SKAP2",0.0014826836
"ATF3","DEK",0.0014816645
"RUNX1","MBNL1",0.0014812258
"ETS2","RPL27",0.0014753984
"ETS2","RNH1",0.0014746962
"MAFF","RPL38",0.0014716246
"HIF1A","LITAF",0.0014696871
"ATF3","CCR1",0.0014692408
"SUMO1","NAP1L4",0.0014685804
"NFKB1","SRSF2",0.0014681945
"ATF3","PPP1CA",0.0014670738
"MAFF","SNRPD1",0.0014654164
"EGR2","MCM4",0.0014641519
"EGR2","FKBP2",0.0014620703
"SUMO1","NFKBIB",0.0014591145
"ATF3","POLD4",0.0014582354
"HIF1A","PTP4A1",0.0014567975
"SUMO1","H2-AB1",0.0014567926
"ATF3","RPL18A",0.0014559709
"AHR","RPL6",0.0014555895
"AHR","SNRPD1",0.0014525868
"MAFF","CTSL",0.00145122
"NFKB1","SRSF5",0.0014508325
"NFKB1","POLR2J",0.0014499866
"AHR","DEK",0.0014497945
"ATF3","HMG20B",0.0014491513
"SUMO1","CTSH",0.0014462065
"EGR1","SP100",0.0014456916
"SUMO1","SSNA1",0.0014454108
"MAFF","TRIM28",0.0014449195
"MAFF","NDUFV2",0.0014446512
"MAFF","FXR1",0.0014442069
"HIF1A","PPP1CA",0.0014429346
"EGR2","EIF4A1",0.0014425444
"EGR2","COX7A2L",0.0014411631
"EGR1","MPEG1",0.0014397509
"MAFF","SIRT7",0.0014397372
"AHR","NPTN",0.0014393774
"EGR2","PPP1CA",0.001438995
"MAFF","RPL35",0.0014384032
"SUMO1","GOLT1B",0.0014377717
"MAFF","RPL37",0.001437548
"NFKB1","ZFP91",0.0014373959
"ATF3","WBP11",0.0014366057
"NFKB1","NPTN",0.001432802
"SUMO1","TRAPPC4",0.0014312417
"MAFF","CBFA2T3",0.0014295254
"EGR1","CALM1",0.0014293893
"MAFF","NOP10",0.0014273884
"MAFF","MDM2",0.0014252368
"EGR2","MCM5",0.0014245056
"ATF3","POLR2C",0.0014231333
"MAFF","PSMC6",0.0014213157
"RUNX1","CCT3",0.0014204179
"MAFF","DEGS1",0.0014188294
"RUNX1","SHISA5",0.0014174087
"AHR","H2AFV",0.0014167319
"NFKB1","DPY30",0.0014158807
"AHR","TCF25",0.0014156523
"MAFF","IDH1",0.0014145834
"MAFF","DAB2",0.0014144232
"AHR","DDX5",0.0014139788
"NFKB1","TOX4",0.0014112514
"NFKB1","HMG20B",0.0014086115
"MAFF","ANXA5",0.0014069664
"EGR2","RPS14",0.0014063672
"EGR1","SQSTM1",0.0014047495
"AHR","ZYX",0.00140303
"MAFF","LAMP1",0.0014030173
"AHR","H3F3A",0.0014029826
"ATF3","EIF1AX",0.0014029553
"EGR2","RNPS1",0.0014025705
"MAFF","POLR2J",0.0014007477
"ATF3","SARNP",0.0013987349
"NFKB1","MCM5",0.0013968885
"SUMO1","CCT5",0.0013952778
"SUMO1","VTA1",0.0013949237
"SUMO1","TAF7",0.0013935925
"NFKB1","SNRPD1",0.0013892468
"SUMO1","PPIB",0.0013881994
"MAFF","MYEF2",0.0013861781
"EGR2","UBTF",0.0013859484
"RUNX1","LEPROT",0.0013850642
"AHR","RPS10",0.0013846186
"NFKB1","LGALS3",0.001380707
"EGR1","LGALS3BP",0.0013780462
"AHR","TFDP1",0.0013716918
"EGR2","PTP4A1",0.0013712236
"MAFF","KLF10",0.0013697604
"NFKB1","PSMB3",0.0013690902
"EGR1","LGALS9",0.0013683621
"SUMO1","CACYBP",0.001367977
"ATF3","CHD1",0.001367484
"SUMO1","EWSR1",0.0013674396
"SUMO1","TREX1",0.0013664463
"ETS2","SEC61B",0.0013656594
"MAFF","HK2",0.0013653218
"ATF3","TCF25",0.0013645712
"AHR","UBC",0.0013640806
"ATF3","MCM5",0.0013638006
"HIF1A","RNPS1",0.0013627425
"ATF3","GSTO1",0.001361337
"ETS2","TFEC",0.0013589639
"NFKB1","PBRM1",0.0013584871
"EGR2","CETN3",0.0013583829
"AHR","YPEL5",0.0013571609
"MAFF","COX7C",0.0013552151
"HIF1A","PSMC6",0.001354739
"SUMO1","SHISA5",0.0013498116
"AHR","PSMC6",0.0013489979
"AHR","CCL3",0.0013464168
"AHR","HMG20A",0.0013413535
"MAFF","PSMB7",0.0013388405
"EGR1","TSG101",0.0013385555
"MAFF","KRTCAP2",0.0013379501
"EGR2","HMG20B",0.0013377654
"SUMO1","ARPC4",0.0013359237
"RUNX1","PPIA",0.0013356336
"MAFF","RPL18A",0.0013351871
"EGR2","ATP5G2",0.0013331306
"SUMO1","MRPL14",0.001331098
"AHR","PSMC4",0.0013295397
"SUMO1","PSMA5",0.0013291106
"SUMO1","PSMA4",0.0013288498
"NFKB1","PSMA2",0.0013275145
"MAFF","RAB11A",0.0013262761
"MAFF","IAH1",0.0013252728
"AHR","PILRA",0.0013247902
"ATF3","NOP10",0.0013236885
"ATF3","SKIL",0.0013216616
"EGR2","RPLP0",0.0013204457
"SUMO1","ARL6IP5",0.0013196944
"AHR","TLR2",0.0013188475
"SUMO1","MRPL30",0.0013186823
"NFKB1","ATP6V1D",0.0013180005
"MAFF","RPL36",0.0013171755
"MAFF","NME1",0.001316124
"SUMO1","TARDBP",0.0013158282
"SUMO1","M6PR",0.0013155914
"MAFF","RPL32",0.0013138728
"MAFF","HIST1H2BC",0.001311508
"NFKB1","RPS10",0.0013092651
"NFKB1","BOLA2",0.0013084057
"NFKB1","SSRP1",0.0013075355
"MAFF","CD164",0.0013060843
"MAFF","PLAUR",0.0013054842
"NFKB1","CCT8",0.0013012158
"EGR1","RNH1",0.001300343
"ATF3","IDH1",0.0013003325
"ATF3","ACTB",0.0013003157
"RUNX1","TFEC",0.0012995068
"NFKB1","RPL10A",0.0012986826
"NFKB1","RPLP0",0.0012985757
"SUMO1","MGST3",0.0012979012
"AHR","F10",0.0012932504
"ATF3","DYNLL1",0.0012914126
"SUMO1","PDCD10",0.0012910438
"SUMO1","CCR1",0.0012906841
"AHR","TPT1",0.0012889932
"AHR","POLR2C",0.0012881738
"NFKB1","TCF25",0.0012860182
"HIF1A","ACTR3",0.0012845864
"NFKB1","TOB1",0.0012835384
"ETS2","CETN3",0.0012832925
"MAFF","UQCRFS1",0.001282389
"ATF3","PSMC6",0.0012823701
"EGR1","NCF1",0.0012801503
"HIF1A","SNAPC5",0.0012796446
"ETS2","PSMB2",0.001279341
"ATF3","SEPT2",0.0012791308
"SUMO1","RNF149",0.0012785858
"SUMO1","GSTO1",0.0012772128
"SUMO1","HSP90B1",0.00127646
"AHR","PSMB2",0.0012751858
"IRF2","BANF1",0.0012704422
"AHR","TRP53",0.0012702376
"ETS2","LEPROT",0.0012695427
"AHR","H3F3B",0.0012692352
"NFKB1","IFRD1",0.001267909
"NFKB1","CD24A",0.0012676403
"NFKB1","KDM5A",0.0012671165
"EGR2","RPS28",0.001266971
"AHR","PABPC1",0.0012659457
"AHR","SKAP2",0.001265657
"HIF1A","PRPF40A",0.0012650966
"MAFF","NPTN",0.0012640812
"SUMO1","CISH",0.0012634601
"MAFF","CEBPA",0.0012616875
"ATF3","PABPC1",0.0012611997
"AHR","CSDE1",0.0012596726
"NFKB1","RPS11",0.0012593918
"MAFF","H3F3A",0.0012582432
"ATF3","TRIM28",0.0012579414
"AHR","SSRP1",0.0012567483
"ATF3","RBBP4",0.0012564654
"HIF1A","SNRPD1",0.001255964
"RUNX1","ENO1",0.001255668
"HIF1A","IFRD1",0.0012540024
"MAFF","DYNLL1",0.0012536156
"AHR","HSPE1",0.0012526792
"NFKB1","HSP90AB1",0.001251129
"AHR","SRSF3",0.0012510563
"MAFF","CD36",0.0012497017
"ATF3","EEF1A1",0.0012495195
"HIF1A","MRPL14",0.001248842
"NFKB1","RPS14",0.0012487469
"HIF1A","GOLT1B",0.0012480814
"MAFF","NDUFA9",0.0012479246
"MAFF","YPEL5",0.001245686
"EGR1","ATP1B3",0.0012453912
"ETS2","EIF4A1",0.0012453076
"AHR","TALDO1",0.0012443312
"MAFF","TMED3",0.0012427369
"EGR2","NME1",0.0012427346
"HIF1A","PSMB2",0.0012418405
"EGR2","MRC1",0.0012417514
"AHR","ETS2",0.0012416899
"MAFF","RPL8",0.0012415841
"HIF1A","RPL6",0.0012385001
"AHR","PSMD6",0.0012381307
"MAFF","RPS14",0.0012363702
"SUMO1","MEA1",0.0012359003
"AHR","ZFP91",0.0012355461
"AHR","EIF3I",0.0012331224
"SUMO1","CFP",0.0012320546
"EGR1","MTHFS",0.0012285694
"AHR","MAFF",0.0012282277
"MAFF","RPL6",0.0012279097
"NFKB1","HSPE1",0.0012275046
"IRF2","RPS8",0.0012256439
"MAFF","RPS11",0.001225467
"AHR","TRAPPC2L",0.001225456
"MAFF","EIF5B",0.0012244579
"ATF3","MBNL1",0.0012210388
"AHR","SRSF9",0.0012197195
"SUMO1","JMJD1C",0.0012196724
"JUNB","MORF4L1",0.0012194419
"MAFF","ALAS1",0.0012185484
"EGR1","ALAS1",0.0012185466
"ATF3","EIF1",0.0012181944
"SUMO1","FAM162A",0.0012174335
"AHR","RAC2",0.0012172683
"ATF3","PSMC4",0.0012141758
"JUNB","EIF5A",0.0012136342
"AHR","IMPACT",0.0012119844
"SUMO1","CNDP2",0.0012096305
"MAFF","ZNRD1",0.0012086775
"MAFF","MATR3",0.0012074951
"MAFF","FOXN2",0.0012064616
"ATF3","SRP19",0.0012055483
"EGR1","CDKN1A",0.0012042915
"ATF3","IRF4",0.0012002181
"MAFF","NINJ1",0.0011999022
"AHR","RAN",0.0011997564
"MAFF","SMARCC2",0.0011988642
"HIF1A","POLR2H",0.0011975322
"EGR2","HMG20A",0.0011971982
"MAFF","CBFB",0.0011970082
"NFKB1","RPL18A",0.0011964382
"SUMO1","TSG101",0.0011948199
"AHR","ILF3",0.0011927475
"ATF3","CXCL2",0.0011927163
"MAFF","ACTB",0.0011914428
"SUMO1","POLR2G",0.0011901894
"ETS2","NFX1",0.0011882279
"EGR2","PSMC4",0.0011833407
"ATF3","HMG20A",0.0011828763
"ATF3","NDUFB3",0.0011825159
"ATF3","GSTM1",0.0011817896
"HIF1A","BATF3",0.0011814997
"HIF1A","DENND4A",0.0011811503
"NFKB1","JUP",0.0011804366
"HIF1A","PSMD8",0.0011802162
"MAFF","SDHC",0.0011801438
"HIF1A","HMG20A",0.0011797678
"MAFF","MCM5",0.0011794403
"JUNB","TNF",0.0011792178
"AHR","POLR2H",0.0011789746
"AHR","AIP",0.0011784823
"ATF3","ETS2",0.0011783476
"MAFF","PSMB5",0.0011782557
"ATF3","MCM4",0.001177224
"AHR","DNMT1",0.001177123
"ETS2","NFKBIZ",0.0011770026
"EGR1","SAMHD1",0.001176372
"ATF3","RAN",0.0011762583
"ATF3","RPS27",0.0011756311
"NFKB1","SLC39A1",0.0011748296
"RUNX1","GTF2A2",0.0011746623
"SUMO1","MDH2",0.001174557
"AHR","BZW1",0.0011687351
"ETS2","ENO1",0.0011677053
"MAFF","SAR1B",0.001165258
"EGR2","DYNLL1",0.0011634328
"AHR","RPL3",0.0011626696
"SUMO1","KHDRBS1",0.0011625694
"NFKB1","RPS28",0.0011611079
"EGR1","EIF3K",0.0011605009
"ATF3","TFDP1",0.00115964
"EGR1","COX7C",0.0011587474
"EGR2","EIF1AX",0.0011586723
"HIF1A","ZBTB8OS",0.0011578894
"EGR2","POLR2C",0.0011576838
"RUNX1","PTMA",0.001157056
"AHR","NDUFA13",0.0011563628
"JUNB","DENR",0.0011549185
"AHR","PSMD8",0.0011547959
"IRF2","HNRNPC",0.0011535618
"ETS2","RPL24",0.0011522515
"HIF1A","CKS2",0.0011519903
"MAFF","TMBIM4",0.0011519119
"MAFF","RBBP4",0.0011519108
"AHR","SRSF2",0.0011507559
"SUMO1","TAGLN2",0.0011503318
"SUMO1","ARL6IP1",0.0011489689
"NFKB1","CD302",0.0011482085
"SUMO1","NR3C1",0.0011476601
"ATF3","IGSF6",0.0011471163
"HIF1A","TOX4",0.0011469726
"RUNX1","MCM4",0.0011460421
"SUMO1","ATP5O",0.0011447917
"SUMO1","MED1",0.0011444261
"HIF1A","TRIM28",0.0011433347
"AHR","IDH1",0.0011414195
"SUMO1","PSME1",0.0011412406
"AHR","BCL2A1C",0.0011409889
"AHR","JUP",0.0011404831
"NFKB1","HMG20A",0.0011400823
"MAFF","EGR1",0.0011399781
"ATF3","CKS2",0.001139548
"NFKB1","TFDP1",0.0011394483
"MAFF","MGST1",0.0011392175
"AHR","RPL37A",0.0011388763
"NFKB1","PSMD6",0.0011382196
"ATF3","PSMD8",0.0011381129
"EGR2","SNRPD1",0.0011375274
"MAFF","ARID1A",0.001137052
"ATF3","SIN3B",0.001136648
"HIF1A","PSMC4",0.0011358168
"EGR2","PSMC6",0.0011342235
"MAFF","GRN",0.0011336571
"ATF3","1810022K09RIK",0.0011335571
"MAFF","RILPL2",0.0011320076
"NFKB1","YPEL5",0.001128747
"HIF1A","CFDP1",0.0011275633
"ATF3","SNRPD1",0.0011256331
"SUMO1","CCL6",0.0011249
"ATF3","DNMT1",0.0011246111
"SUMO1","MYL12B",0.0011244795
"AHR","GTF2B",0.0011216011
"IRF2","SDCBP",0.0011195035
"NFKB1","H3F3A",0.0011175744
"HIF1A","RBBP4",0.0011174653
"AHR","MAP1LC3B",0.001116897
"IRF2","RPS7",0.0011144276
"AHR","DYNLL1",0.001111781
"HIF1A","PSMB3",0.0011114575
"EGR1","FAM162A",0.0011110806
"AHR","MYEF2",0.0011104034
"MAFF","EIF1AX",0.0011100792
"AHR","SEPT11",0.0011098783
"IRF2","RPL9",0.0011091004
"EGR1","CXCL16",0.0011086875
"ATF3","PBRM1",0.0011085591
"AHR","THRAP3",0.0011061792
"IRF2","MORF4L1",0.001105335
"EGR2","RPL6",0.001104354
"JUNB","ARPC5",0.0011037741
"NFKB1","COMMD4",0.0011006717
"SUMO1","IQGAP1",0.0010997998
"AHR","SNRPE",0.0010972897
"NFKB1","ETS2",0.0010969599
"ATF3","HIST1H2BC",0.0010965493
"SUMO1","NFKBIA",0.0010963571
"AHR","NAA20",0.0010959285
"HIF1A","CYBA",0.0010951374
"MAFF","RPS28",0.0010948986
"RUNX1","PAIP2",0.0010942885
"MAFF","PBRM1",0.0010921026
"ETS2","SMARCC2",0.0010918118
"HIF1A","DYNLL1",0.0010916861
"SUMO1","PNP",0.0010904699
"ETS2","BANF1",0.0010903946
"EGR2","RPL18A",0.001089156
"SUMO1","SIRPA",0.0010889652
"SUMO1","AA467197",0.0010882134
"ETS2","AEBP2",0.0010877438
"ATF3","NSMCE2",0.0010861125
"ATF3","FXR1",0.0010853823
"EGR2","PSMB3",0.0010852959
"MAFF","UQCR10",0.0010838764
"SUMO1","HERPUD1",0.0010829319
"HIF1A","POLR2C",0.0010825528
"EGR2","ZYX",0.0010817184
"NFKB1","AIP",0.0010808212
"MAFF","RAN",0.0010807691
"NFKB1","IRF1",0.0010798249
"ATF3","KHDRBS1",0.0010796608
"ETS2","RBM7",0.0010794146
"MAFF","GMFG",0.0010780687
"SUMO1","ZFP36L1",0.0010777361
"SUMO1","CNOT6",0.0010760239
"MAFF","HMGA1",0.0010758297
"MAFF","ATP6V0D1",0.0010751955
"ATF3","MT1",0.0010748693
"NFKB1","CBFA2T3",0.0010739972
"HIF1A","SPAG7",0.001073697
"NFKB1","RAN",0.0010736678
"ETS2","RPL26",0.0010734668
"ATF3","VPS28",0.0010730001
"ETS2","RPL5",0.0010724891
"ATF3","POLR2H",0.001071638
"SUMO1","RHOA",0.0010716078
"AHR","SAR1B",0.0010712659
"AHR","ELF1",0.0010711832
"AHR","CBFA2T3",0.0010708113
"EGR1","MDH2",0.0010706256
"NFKB1","SAR1B",0.0010693881
"SUMO1","IAH1",0.0010661457
"EGR2","PSMD8",0.0010654666
"EGR1","DENND4A",0.0010627229
"HIF1A","RUNX1",0.0010616847
"AHR","PPP2R5C",0.0010614854
"ATF3","PGK1",0.0010605444
"ATF3","SNAPC5",0.0010585308
"SUMO1","NDUFS5",0.0010573101
"EGR2","TGIF1",0.0010557531
"ATF3","TOX4",0.0010557445
"SUMO1","COX17",0.0010552644
"NFKB1","RPL6",0.0010551292
"SUMO1","DPEP2",0.0010550368
"AHR","DPY30",0.0010550076
"NFKB1","SLFN2",0.001054486
"EGR1","IL1B",0.0010533731
"AHR","CD24A",0.0010526498
"NFKB1","RPL41",0.0010522673
"NFKB1","MYD88",0.0010520472
"EGR2","TOX4",0.001051656
"SUMO1","PILRA",0.0010512137
"MAFF","TRAM1",0.0010506591
"ATF3","CFP",0.0010505585
"SUMO1","BCL2A1C",0.0010483889
"ATF3","NAA20",0.0010483859
"SUMO1","CYBA",0.0010470799
"ATF3","RHOG",0.001046801
"MAFF","DUSP1",0.0010467597
"HIF1A","NDUFB3",0.0010450733
"AHR","SRSF5",0.0010449473
"NFKB1","BIRC5",0.0010447829
"MAFF","POLR2H",0.0010443314
"ATF3","CFDP1",0.001043641
"JUNB","RPS25",0.0010422604
"ATF3","GPX4",0.0010420008
"NFKB1","CD14",0.0010411153
"EGR2","MBNL1",0.0010395333
"MAFF","NSMCE2",0.0010393596
"MAFF","SAT1",0.001038178
"ATF3","CCNL1",0.0010375782
"AHR","SIRT7",0.0010368149
"SUMO1","NCF1",0.0010358671
"MAFF","SDHD",0.0010315999
"NFKB1","SERF2",0.0010291096
"SUMO1","TRAPPC1",0.0010284113
"SUMO1","NDUFB9",0.001027689
"MAFF","ATP5F1",0.0010263044
"MAFF","ZBTB8OS",0.0010253331
"SUMO1","POLD4",0.001024753
"ETS2","SRSF9",0.0010238391
"IRF2","PTMA",0.00102331
"MAFF","FOSL2",0.0010231794
"AHR","RPL41",0.0010227892
"AHR","CBFB",0.0010227223
"AHR","CENPB",0.0010213392
"NFKB1","PABPC1",0.0010205732
"MAFF","PSMD8",0.0010202188
"EGR2","CKS2",0.0010181488
"NFKB1","SLC7A11",0.0010172767
"AHR","MRPL30",0.001015927
"AHR","ATP5F1",0.0010153876
"AHR","FXR1",0.0010153832
"MAFF","SEPT7",0.0010150645
"ETS2","CNOT2",0.0010143443
"EGR1","SNX2",0.0010141095
"AHR","KLF4",0.0010134821
"HIF1A","TAGLN2",0.0010132446
"NFKB1","KRTCAP2",0.0010120252
"HIF1A","GTF2A2",0.0010120156
"NFKB1","JUNB",0.0010116869
"RUNX1","CIITA",0.0010101387
"SUMO1","ATP6V1B2",0.0010097033
"AHR","STAT6",0.0010081567
"ATF3","RPL21",0.0010068509
"SUMO1","COX7C",0.0010068375
"SUMO1","DENND4A",0.0010067262
"MAFF","CFDP1",0.0010056989
"AHR","WBP11",0.0010049145
"SUMO1","UBE2L6",0.001002035
"ETS2","DAP",0.0010011437
"NFKB1","RPL3",0.0010009344
"JUNB","PARK7",0.0009996545
"ETS2","LITAF",0.0009989386
"MAFF","MAPK3",0.0009986251
"HIF1A","CENPB",0.0009984091
"ETS2","SDCBP",0.0009980334
"MAFF","H2-AB1",0.0009975069
